question,answer,abs_id,Inquiry Type,Extra Condition,Investigation Target,biocategory,biosubcategory
"In a mouse model of diabetes, will the induction of diabetes result in an increase in cardiac oxidative stress levels in wild-type (WT) mice when compared to their nondiabetic counterparts?",Yes,PMID:25085967,Normal,Natural,Function,Human Diseases,Cardiovascular disease
"In human skeletal muscle cells from patients with type 2 diabetes, is phosphatidylinositol (PI) 3-kinase activity effectively associated with insulin receptor substrate (IRS)-1 during insulin stimulation, as compared to cells from control subjects?",No,PMID:12765939,Normal,Natural,Interaction,Human Diseases,Endocrine and metabolic disease
"In the context of p114RhoGEF-dependent serum response element (SRE) activity, can the Galpha subunits of heterotrimeric G proteins stimulate this activity, as compared to the effects of Gbetagamma subunits on p114RhoGEF-dependent SRE activity?",No,PMID:14512443,Normal,Natural,Interaction,,
"In the context of Staphylococcus aureus infection, does the staphylococcal superantigen-like protein SSL7 inhibit IgA-dependent respiratory burst in host immune cells through its interaction with the leukocyte IgA receptor, FcalphaRI (CD89)?",Yes,PMID:17848512,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of Salmonella enterica invasion into non-phagocytic epithelial cells, is the type 3 secretion system (T3SS) effector protein SopB necessary for the recruitment of the calcium- and phospholipid-binding protein Annexin A2 (AnxA2) to the sites of bacterial invasion?",Yes,PMID:23931152,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In neuroprogenitor, hypothalamic, and lymphoid cells, can the extracellular regulated kinases 1/2 (ERK1/2) be activated independently of the NADPH oxidase-dependent reactive oxygen species (ROS) production upon stimulation of the cellular prion protein (PrPC)?",No,PMID:14597699,Normal,Natural,Single,,
"In host cells infected with the bacterial pathogen Shigella flexneri, does the dually specific phosphatase activity of the protein effector OspF prevent the activation of a subset of NF-kappaB-responsive genes by blocking histone H3 phosphorylation at Ser10?",Yes,PMID:17159983,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
"In the context of osteoclast differentiation and bone homeostasis, does interferon-gamma (IFN-gamma) induce the rapid degradation of the receptor activator of nuclear factor kappaB (RANK) adapter protein, tumor necrosis factor-receptor-associated factor 6 (TRAF6)?",Yes,PMID:12110142,Normal,Natural,Single,Organismal Systems,Development and regeneration
"In the context of Salmonella enterica infection, does the SPI-2 T3SS effector SpvD enhance pro-inflammatory immune responses in host cells?",No,PMID:27232334,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In functional expression studies conducted in Escherichia coli, does the plastidial homogentisate prenyltransferase enzyme from Chlamydomonas reinhardtii exhibit high activity with phytyl diphosphate as a substrate?",No,PMID:16989822,Normal,Natural,Single,Metabolism,Metabolism of cofactors and vitamins
"In the context of hepatitis C virus (HCV) Core protein interactions, can the Core protein and proliferating cell nuclear antigen (PCNA) bind to the p21Waf1/Cip1/Sdi1 (p21) cell cycle regulator simultaneously without exhibiting competitive inhibition?",No,PMID:10873631,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of the gamma-HCH-degrading bacterium Sphingomonas paucimobilis UT26, does the enzyme LinA (gamma-hexachlorocyclohexane dehydrochlorinase) possess a typical signal sequence that facilitates its export into the periplasmic space?",No,PMID:10464214,Normal,Natural,Single,Metabolism,Xenobiotics biodegradation and metabolism
"In the context of Epstein-Barr virus (EBV) infection, does the BGLF4 protein kinase promote the phosphorylation of signal transducer and activator of transcription 1 (STAT1) at tyrosine 701 (Tyr701) in response to poly(I:C) stimulation?",No,PMID:19052084,Normal,Natural,Single,Metabolism,Metabolism of other amino acids
"In the context of Eucalyptus camaldulensis, do the enzymes EcDQD/SDH4a/b possess the ability to catalyze the NADP+-dependent oxidation of 3-dehydroshikimate, resulting in the production of gallate?",No,PMID:33346890,Normal,Natural,Function,Metabolism,Biosynthesis of other secondary metabolites
"In yeast vti1 temperature-sensitive mutants, can the Arabidopsis homologue AtVTI1a functionally substitute for the yeast v-SNARE Vti1p in the cytosol-to-vacuole pathway utilized by aminopeptidase I?",No,PMID:10397763,Normal,Natural,Function,Genetic Information Processing,"Folding, sorting and degradation"
"In the context of Yaba-like disease virus (YLDV) infection, does the 7-transmembrane protein encoded by gene 145R exhibit binding affinity for human CCL1 chemokine?",No,PMID:14645913,Normal,Natural,Single,Environmental Information Processing,Signaling molecules and interaction
"In human intestinal cells, does the toxin LTIIb bind to a ganglioside that is associated with lipid rafts, potentially facilitating its transport to the endoplasmic reticulum (ER) via the retrograde pathway?",No,PMID:13679513,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In the context of cocaine exposure, do short-term induction of DeltaFosB and cAMP response element binding protein (CREB) in the brain's reward pathways lead to an increase in the rewarding effects of cocaine?",No,PMID:14566342,Normal,Natural,Function,Human Diseases,Substance dependence
"In the context of Salmonella typhimurium infection, does the secreted effector protein AvrA exhibit inhibitory effects on the c-Jun N-terminal kinase (JNK) signaling pathway in host cells?",Yes,PMID:18407067,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In cells infected with pathogenic Yersinia enterocolitica, does the cysteine protease YopT cause the release of Rac from cell membranes, similar to its effect on RhoA?",No,PMID:12791693,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
"In the context of xenoestrogen exposure, will there be an increase in vascular endothelial growth factor (VEGF) secretion in estrogen receptor alpha (ERalpha)-negative MDA-MB-231 breast cancer cells?",No,PMID:18252963,Normal,Natural,Single,Human Diseases,Cancer: overview
"In individuals without colorectal cancer, are the levels of Tumour M2-PK in stool samples typically low when measured by ELISA and compared to those with colorectal cancer?",Yes,PMID:15266315,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of hydrogen peroxide metabolism in Crithidia fasciculata, does the tryparedoxin (TryX) protein exhibit a strong reduction in the presence of glutathione, when compared to its reduction by trypanothione?",No,PMID:9851611,Normal,Natural,Single,Metabolism,Metabolism of other amino acids
"In the context of Salmonella typhimurium infection, does the translocated effector protein SopE2 exhibit the ability to activate the RhoGTPase Rac1 in vivo, as assessed through affinity precipitation of Rac1.GTP from lysates and characteristic cytoskeletal rearrangements of infected tissue culture cells?",No,PMID:11440999,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
"In the context of decorin's interaction with the Met receptor, does internalin B, a bacterial Met ligand, efficiently displace decorin's binding to Met, when compared to the displacement caused by hepatocyte growth factor (HGF)?",No,PMID:19433454,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of Yersinia infection, does the virulence factor YopJ inhibit the c-Jun amino-terminal kinase (JNK) signaling pathway by blocking the phosphorylation and activation of mitogen-activated protein kinase (MAPK) kinases (MKKs)?",Yes,PMID:10489373,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In the context of herpes simplex virus type 1 (HSV-1) infection in the human amnion cell line FL, does the HSV-1 wild-type strain VR3 efficiently induce the IRF-7 protein, a process that is dependent on the Janus kinases (JAK)/signal transducers and activators of transcription (STAT) pathway?",No,PMID:15163721,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In a murine model of T cell acute lymphoblastic leukemia (T-ALL) induced by transgenic expression of the human TLX1 oncogene, do the resulting tumors typically exhibit normal ploidy and intact activation of the mitotic checkpoint?",No,PMID:20972433,Normal,Natural,Function,,
"In the context of Salmonella enterica invasion, is the p11 component of the Annexin A2 heterotetramer complex required for the type 3 secretion system (T3SS)-mediated invasion of cultured epithelial cells?",Yes,PMID:23931152,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of calcineurin-induced apoptosis, does the calcium ion (Ca2+)-induced dephosphorylation of the pro-apoptotic protein BAD result in its dissociation from the 14-3-3 protein in the cytosol?",Yes,PMID:10195903,Normal,Natural,Interaction,Human Diseases,Neurodegenerative disease
"In the context of Ca2+ release from intracellular stores in pancreatic acinar cells, are cells more sensitive to cyclic adenosine 5'-diphosphate-ribose (cADPR) than to nicotinic acid adenine dinucleotide phosphate (NAADP) in terms of triggering Ca2+ responses?",No,PMID:10078532,Normal,Natural,Function,Organismal Systems,Digestive system
"In the context of enterohaemorrhagic Escherichia coli infection, does the type III secretion system WxxxE effector EspM2 possess the ability to induce nucleotide exchange in the Rac1 GTPase?",No,PMID:20039879,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In the context of Kif2a regulation, does the phosphorylation of Kif2a by Aurora A lead to an enhancement of its microtubule depolymerase activity in vitro?",No,PMID:19351716,Normal,Natural,Single,,
"In the context of energy metabolism regulation, does the hormone adiponectin have an activating effect on adenosine monophosphate-activated protein kinase (AMPK) within the arcuate region of the hypothalamus?",Yes,PMID:18725075,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the context of malaria parasite mitochondrial lipoylation, does the LipL2 protein exhibit lipoate ligase activity, enabling it to catalyze the covalent attachment of scavenged lipoate to mitochondrial proteins?",No,PMID:25116855,Normal,Natural,Single,Metabolism,Metabolism of cofactors and vitamins
"In the context of chronic exposure to cocaine, does the prolonged expression of DeltaFosB in the brain's reward pathways lead to a decrease in the rewarding effects of the drug?",No,PMID:14566342,Normal,Natural,Function,Human Diseases,Substance dependence
"In the context of atherosclerotic lesion formation, does the interaction between oxidized low-density lipoprotein (oxLDL) and the membrane glycoprotein CD36 on macrophages lead to an inhibition of macrophage migration?",Yes,PMID:24903227,Normal,Natural,Function,Human Diseases,Cardiovascular disease
"Does the viral macrophage inflammatory protein (vMIP)-I, encoded by the Kaposi's sarcoma-related herpesvirus (KSHV), possess the ability to inhibit HIV infection mediated by the CC chemokine receptor (CCR)5?",No,PMID:10377196,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of metabotropic glutamate (mGlu) receptors modulating brain excitability, do Gi-coupled mGlu receptors located on presynaptic elements of neighboring gamma-aminobutyric acid (GABA) neurons play a role in heterosynaptic suppression of GABA release?",Yes,PMID:11561058,Normal,Natural,Function,Organismal Systems,Nervous system
"In the context of Pseudomonas putida metabolism, does 3,4,5-trihydroxybenzoic acid (gallate) act as a competitive inhibitor of the oxidation of 3,4-dihydroxybenzoic acid (protocatechuate) by the enzyme protocatechuate 3,4-dioxygenase?",Yes,PMID:1194238,Normal,Natural,Function,Metabolism,Amino acid metabolism
"In the context of Enterohemorrhagic Escherichia coli (EHEC) infection, does the type III secretion system (T3SS) effector NleH1 inhibit the transcriptional activity of a reporter plasmid dependent on the human ribosomal protein S3 (RPS3) and nuclear factor kappa-light-chain-enhancer of activated B cells (NF-kappaB) complex?",Yes,PMID:20041225,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
"In HeLa cells, does the PAX8-PPARgamma fusion protein act as a dominant inhibitor of transcription from a peroxisome proliferator-activated receptor gamma (PPARgamma)-responsive promoter?",Yes,PMID:16179407,Normal,Natural,Single,Human Diseases,Cancer: specific types
"In the context of SARS-CoV-2 infection, does the open reading frame 6 (ORF6) protein inhibit the production of type I interferon (IFN)?",Yes,PMID:32733001,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of A antigen synthesis, does the alpha-GalNAc transferase from A2 serum possess the ability to catalyze the conversion of globo-H to globo-A, as compared to the enzyme from A1 serum?",No,PMID:3944092,Normal,Natural,Function,Metabolism,Glycan biosynthesis and metabolism
"In human adrenal zona fasciculata (AZF) cells, do the peptide hormones adrenocorticotropic hormone (ACTH) and Angiotensin II (AngII) selectively inhibit the noninactivating, leak-type K(+) current, which is primarily mediated by the TREK-1 channel, at concentrations that stimulate cortisol secretion?",Yes,PMID:23858003,Normal,Natural,Single,Organismal Systems,Endocrine system
"In type I Burkitt's lymphoma cells, does the coexpression of Epstein-Barr virus (EBV) EBNA-LP protein with EBNA2 result in further induction of the viral LMP2A gene beyond the level of induction achieved by EBNA2 alone?",No,PMID:15767449,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of the macrolide transporter MacAB from Escherichia coli, can the ABC-type transporter MacB exhibit ATPase activity when reconstituted into proteoliposomes in the absence of the periplasmic membrane fusion protein MacA?",No,PMID:17214741,Normal,Natural,Single,Environmental Information Processing,Membrane transport
"In the context of Salmonella enterica invasion into non-phagocytic epithelial cells, is the calcium- and phospholipid-binding protein Annexin A2 (AnxA2) a necessary component for the type 3 secretion system (T3SS)-mediated internalization of the bacteria into a modified phagosome?",Yes,PMID:23931152,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of calreticulin (CRT) interaction with phagocytes, does the internalization of exogenous CRT by macrophages, such as THP1 cells, lead to an increase in the uptake of early apoptotic cells?",No,PMID:28878781,Normal,Natural,Function,Cellular Processes,Transport and catabolism
"In the context of white adipose tissue (WAT) lipolysis, does an increase in lipolytic activity necessarily result in elevated serum fatty acid (FA) levels, which are commonly associated with insulin resistance?",No,PMID:19796963,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of adult T-cell leukemia (ATL) caused by human T-cell leukemia virus type 1 (HTLV-1), is the tumor-suppressor protein p53 typically found in an active state within the leukemic cells of most ATL patients?",No,PMID:16308315,Normal,Natural,Single,Human Diseases,Cancer: overview
"In eukaryotic cells, does a high level of cellular glycogen lead to the activation of the AMP-activated protein kinase, a key sensor of cellular energy status?",No,PMID:12829246,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of innate immune responses induced by Sendai virus, are TNF receptor-associated factor 2 (TRAF2) and transforming growth factor-β-activated kinase 1 (TAK1) essential components for the retinoic acid-inducible gene I (RIG-I)-mediated activation of p38 mitogen-activated protein kinase (MAPK)?",Yes,PMID:19224920,Normal,Natural,Single,Organismal Systems,Immune system
"In the context of Salmonella enterica serovar Typhimurium infection, is Rho kinase activity necessary for the proper positioning of the Salmonella-containing vacuole (SCV) within host cells?",Yes,PMID:18411289,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of the system I cytochrome c biogenesis pathway in Escherichia coli, is the CcmD polypeptide a necessary component for the release of holo-CcmE from the CcmABCD complex?",Yes,PMID:18326572,Normal,Natural,Interaction,Environmental Information Processing,Membrane transport
"In the context of the human herpes virus 6 (HHV-6)-encoded chemokine receptor U51, does CCL11/eotaxin induce an increase in intracellular free calcium concentration ([Ca2+]i) upon binding to U51?",No,PMID:16332987,Normal,Natural,Single,Environmental Information Processing,Signaling molecules and interaction
"In the context of prolactin (PRL) signaling and mammary gland development, is the Janus kinase 2 (Jak2) required for the activation of the signal transducer and activator of transcription 5 (Stat5)?",Yes,PMID:17519353,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of cellular response to apoptotic stimuli, does the 80kDa fragment of inhibitor of Apoptosis Stimulating p53 Protein (iASPP), resulting from caspase cleavage, translocate from the cytoplasm to the nucleus in a manner dependent on the tumour suppressor protein p53?",No,PMID:26646590,Normal,Natural,Function,Environmental Information Processing,Signal transduction
"In the context of human microvascular endothelium (HMVEC) under flow conditions, does the viral CC chemokine macrophage inhibitory protein-II (vMIP-II) prevent the firm arrest and transmigration of Th1-like T lymphocytes that is typically triggered by the chemokine RANTES?",Yes,PMID:11500830,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of cervical carcinogenesis, is the pRb-binding portion of the human papillomavirus (HPV) E7 protein necessary for the E7-mediated inactivation of the interferon regulatory factor-1 (IRF-1) tumor suppressor, as measured through the IRF-1-mediated activation of the IFN-beta promoter in NIH-3T3 cells?",Yes,PMID:10702232,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of the transforming growth factor-beta (TGF-beta) superfamily, does the transmembrane protein BAMBI possess an intracellular kinase domain similar to those found in TGF-beta-family type I receptors?",No,PMID:10519551,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the context of Notch signaling, does the transfer of N-acetylglucosamine (GlcNAc) to O-fucose on the Notch receptor by the enzyme fringe result in the potentiation of signaling by the Serrate/Jagged class of Notch ligands?",No,PMID:12417415,Normal,Natural,Function,Environmental Information Processing,Signal transduction
"In the context of diabetes-induced cardiac dysfunction, does the development of diabetes lead to an elevation in the phospholamban/sarco(endo)plasmic reticulum Ca(2+)-ATPase 2 ratio in wild-type (WT) mice compared to nondiabetic control mice?",Yes,PMID:25085967,Normal,Natural,Single,Human Diseases,Cardiovascular disease
"In the context of prolactin (PRL) signaling and its influence on the expression of interferon regulatory factor-1, does the transcription factor Stat5b function as a positive mediator within the PRL-inducible JAK/Stat signaling pathway?",No,PMID:9475379,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of a purified 94-kDa ceramidase enzyme isolated from the membrane fraction of mouse liver, does this enzyme possess the ability to hydrolyze sphingomyelin?",No,PMID:10652340,Normal,Natural,Single,Metabolism,Lipid metabolism
"In the context of the PI3K/PKB (Akt) pathway's role in tumor progression, does the inhibition of the tumor suppressor tuberin (TSC2) by protein kinase B (PKB) result in an increase in the levels of p27Kip1?",No,PMID:12851486,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the context of herpesvirus infection, is the viral fusogen gB capable of facilitating membrane fusion independently, without the involvement of other viral components such as the heterodimer gH-gL?",No,PMID:20601960,Normal,Natural,Function,Genetic Information Processing,Information processing in viruses
"In the context of Epstein-Barr virus (EBV) infection, does the EBV nuclear antigen 3C (EBNA3C) protein inhibit the intrinsic ubiquitin ligase activity of the Mdm2 oncoprotein toward the tumor suppressor protein p53?",No,PMID:19244339,Normal,Natural,Interaction,Human Diseases,Infectious disease: viral
"In the context of diabetic cardiomyopathy, do elevated glucose concentrations lead to the activation of endothelial nitric oxide synthase (eNOS) within the cardiovascular system?",Yes,PMID:31269778,Normal,Natural,Single,Human Diseases,Cardiovascular disease
"In mouse hypothalamic GT1-7 cells, do bone morphogenetic proteins (BMPs) have a suppressive effect on the expression of GPR54, the receptor for kisspeptin?",Yes,PMID:23880664,Normal,Natural,Single,Organismal Systems,Endocrine system
"In human splenic B cells, is there a difference in the magnitude of calcium (Ca2+) mobilization between naive B cells and memory B-cell subsets, including IgM(+) memory and isotype-switched memory B cells, following multivalent B-cell receptor (BCR) crosslinking?",No,PMID:27101923,Normal,Natural,Function,Organismal Systems,Immune system
"In the context of Kaposi's sarcoma herpesvirus (KSHV) infection, is the intrinsic ribonuclease (RNase) activity of the virally encoded alkaline exonuclease KSHV SOX sufficient on its own to account for the global degradation of host messenger RNA (mRNA) observed during the early lytic phase of infection?",No,PMID:21421561,Normal,Natural,Function,Human Diseases,Cancer: overview
"In the context of Fas-mediated apoptosis, does the Fas-binding domain of the Daxx protein function as a dominant-negative inhibitor of Fas-induced apoptosis?",Yes,PMID:9215629,Normal,Natural,Function,Metabolism,Metabolism of terpenoids and polyketides
"In mammalian cells during G1-phase, do CTCF and the acetyltransferase ESCO1 protect all cohesinSTAG1 complexes from being removed from DNA by WAPL, thereby enabling the formation of long-lived chromatin loops?",No,PMID:32065581,Normal,Natural,Single,,
"In the context of measles virus (MV) infection, does Fas-mediated apoptosis of dendritic cells (DCs) play a role in facilitating the release of MV from infected DCs?",Yes,PMID:10756053,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of human extraskeletal myxoid chondrosarcoma (EMC) and the resulting hTAF(II)68-TEC fusion protein, is the amino-terminal domain (NTD) of hTAF(II)68 necessary for hTAF(II)68-TEC to exhibit its full transactivation potential towards target promoters?",Yes,PMID:18330902,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of muscarinic acetylcholine receptor (mAChR) signaling pathways, does the activation of M(1) mAChRs result in a greater inhibition of R-type calcium (Ca(2+)) channels compared to the activation of M(2) mAChRs?",No,PMID:12893537,Normal,Natural,Single,Organismal Systems,Nervous system
"In the context of immune cells such as macrophages, does the activation of Toll-like receptor (TLR) signalling lead to an increase in cholesterol efflux?",No,PMID:25614320,Normal,Natural,Function,Human Diseases,Cardiovascular disease
"In human melanocytes, is protein kinase C-alpha (PKC-alpha) closely associated with tyrosinase on the outer surface of melanosomes, as examined through immunoelectron microscopy and in comparison to the association of protein kinase C-beta (PKC-beta) with tyrosinase?",No,PMID:10347209,Normal,Natural,Interaction,Organismal Systems,Endocrine system
"In the context of Human T-cell leukemia virus type I (HTLV-I) infection, does Smad possess the ability to repress the transcriptional activation function of the HTLV-I Tax protein?",Yes,PMID:11264182,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of enteropathogenic Escherichia coli (EPEC) infection, does the type-III secretion system effector EspJ inhibit the phosphorylation of the Src substrate Fc-gamma receptor FcgammaRIIa?",Yes,PMID:25523213,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
"In the context of Yersinia pseudotuberculosis infection, is the GTPase-activating protein (GAP) function of YopE necessary for the disruption of actin filaments in HeLa cells, as assessed through infection assays and analysis of cellular morphology?",Yes,PMID:10931345,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of the Wnt/beta-catenin signaling pathway, does the BMP and activin membrane-bound inhibitor (BAMBI) act to inhibit the nuclear translocation of beta-catenin?",No,PMID:18838381,Normal,Natural,Function,Environmental Information Processing,Signal transduction
"In individuals with type 2 diabetes, are the metabolic effects of glucose-dependent insulinotropic polypeptide (GIP) preserved, allowing it to effectively stimulate insulin biosynthesis and insulin secretion in a glucose-dependent manner?",No,PMID:19036624,Normal,Natural,Function,Organismal Systems,Endocrine system
"In the context of coxsackieviral infection of cardiac myocytes, do suppressors of cytokine signaling (SOCS) have the ability to inhibit an interferon-independent mechanism within these cells?",Yes,PMID:18357777,Normal,Natural,Function,Human Diseases,Cardiovascular disease
"In the context of Human T-cell leukemia virus (HTLV) type 1 infection, does the viral oncoprotein Tax1 mitigate the regulatory effects of phosphatase and tensin homologue (PTEN) and PH domain leucine-rich repeat protein phosphatase (PHLPP) on the phosphatidylinositol 3-kinase (PI3K)-Akt-mammalian target of rapamycin (mTOR) signaling pathway?",Yes,PMID:26324707,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of the mitotic exit network (MEN) signal transduction pathway in budding yeast, can the MEN kinase Cdc15 activate the effector kinase complex Dbf2-Mob1 in the absence of prior phosphorylation of the scaffold protein Nud1?",No,PMID:23579499,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the context of Hepatitis C virus (HCV) infection, does the nonstructural protein 5A (NS5A) interfere with the signaling pathway of tumor necrosis factor (TNF)-mediated apoptosis by blocking the TRADD-mediated activation of nuclear factor kappa B (NF-kappaB)?",Yes,PMID:11886269,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of the whole brain, does the Dexamethasone-induced RAS protein 1 (Dexras1) gene exhibit rhythmic expression patterns in the hippocampus, similar to those observed in the suprachiasmatic nucleus (SCN)?",No,PMID:12573527,Normal,Natural,Single,Organismal Systems,Environmental adaptation
"In the context of hepatitis B virus (HBV) infection, does the HBV polymerase protein exhibit inhibitory effects on the transcriptional activity of interferon-stimulated response element-driven promoters beyond the MyD88 promoter?",Yes,PMID:18024894,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In hypothalamic slices from ovariectomized female guinea pigs, does 17beta-estradiol (E2) rapidly reduce the coupling between mu-opioid receptors and G protein-gated inwardly rectifying K+ (GIRK) channels in proopiomelanocortin (POMC) neurons, as measured through whole-cell patch recording?",Yes,PMID:15862823,Normal,Natural,Interaction,Organismal Systems,Endocrine system
"In human parotid gland acinar cells, do paired DIDS-sensitive Cl-/HCO3- and EIPA-sensitive Na+/H+ exchangers correlate with the expression of transcripts other than AE2 and NHE1, respectively?",No,PMID:17347411,Normal,Natural,Single,Organismal Systems,Digestive system
"In the context of Shigella flexneri pathogenesis, is the lower affinity vinculin-binding site (VBS) within the C-terminal domain of the invasin protein IpaA required for efficient entry and cell-cell spread of the pathogen?",No,PMID:17088427,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In cardiac cells, does the stimulation of beta2-adrenergic receptors (beta2AR) result in the activation of cytoplasmic target proteins, specifically phospholamban and myofilament contractile proteins, through the G(s)-adenylyl cyclase-3',5'-adenosine monophosphate (cAMP)-protein kinase A (PKA) signaling cascade?",No,PMID:11604549,Normal,Natural,Single,Organismal Systems,Circulatory system
"In cells co-expressing CC chemokine receptor 5 (CCR5) and angiotensin II type 1a receptor (AT(1a)R), does stimulation of AT(1a)R lead to G protein-coupled receptor kinase (GRK)-mediated cross-phosphorylation of the CCR5 receptor?",No,PMID:16144840,Normal,Natural,Single,Organismal Systems,Immune system
"In the context of Salmonella enterica invasion into non-phagocytic epithelial cells, is the type 3 secretion system (T3SS) effector protein SopB necessary for the recruitment of the giant phosphoprotein AHNAK to the sites of bacterial invasion?",Yes,PMID:23931152,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In the context of Rho GTPase signaling, does the guanine nucleotide exchange factor p114RhoGEF facilitate the activation of the Cdc42 protein, as assessed through in vivo pull-down assays and the utilization of dominant-negative mutants of Rho GTPases?",No,PMID:14512443,Normal,Natural,Single,,
"In the context of retinal guanylyl cyclase regulation by guanylyl cyclase activating proteins (GCAPs), is the binding of magnesium ions (Mg(2+)) to the C-terminal EF-hand of GCAP1 specifically required for the inactivation of retinal guanylyl cyclase during dark adaptation through the subsequent binding of calcium ions (Ca(2+))?",Yes,PMID:19953307,Normal,Natural,Function,Organismal Systems,Sensory system
"In the context of ovarian folliculogenesis, does bone morphogenetic protein-6 (BMP-6), an oocyte-derived member of the transforming growth factor-beta superfamily, exhibit mitogenic activity on rat granulosa cells (GCs)?",No,PMID:11447221,Normal,Natural,Function,Organismal Systems,Endocrine system
"In the context of skeletal muscle, does tumor necrosis factor-alpha (TNFalpha) signaling through tumor necrosis factor receptor 1 (TNFR1) enhance insulin sensitivity by promoting AMP-activated protein kinase (AMPK) activity and fatty-acid oxidation?",No,PMID:17141630,Normal,Natural,Function,Human Diseases,Endocrine and metabolic disease
"In the context of Herpes simplex virus 1 (HSV-1) infection, does the Us11 protein interact with the autophagy machinery protein Beclin 1 to exert its antiautophagic activity and block autophagy in host cells?",No,PMID:23115300,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of bacterial phosphatidylcholine (PC) biosynthesis, does Borrelia burgdorferi possess the enzymatic capability to produce PC through the methylation pathway, which involves the methylation of phosphatidylethanolamine by phospholipid N-methyltransferases (PMTs)?",No,PMID:14663079,Normal,Natural,Single,Metabolism,Lipid metabolism
"In the context of T cell receptor (TCR)/CD3- and CD28-mediated stimulation, does programmed death 1 (PD-1) inhibit the stabilizing phosphorylation of the Ser380-Thr382-Thr383 cluster within the C-terminal regulatory domain of phosphatase and tensin homolog (PTEN)?",Yes,PMID:23732914,Normal,Natural,Single,Human Diseases,Cancer: overview
"In human epitheloid tumor cells expressing the Hepatitis C virus nonstructural protein NS5A, is there a reduction in the S phase of the cell cycle, as measured through cell cycle analysis by flow cytometry?",Yes,PMID:11278402,Normal,Natural,Function,Human Diseases,Cancer: overview
"In the context of prolactin (PRL) signaling and mammary gland development, does the Janus kinase 2 (Jak2) play a regulatory role in the nuclear accumulation of the Cyclin D1 protein in immortalized mammary epithelial cells (MECs)?",Yes,PMID:17519353,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of retrograde modulation of synaptic transmission, can the activation of postsynaptic Gq/11-coupled receptors induce the release of endocannabinoids in the absence of both Ca2+ elevation and phospholipase Cbeta (PLCbeta) involvement?",No,PMID:16085309,Normal,Natural,Function,Organismal Systems,Nervous system
"In the context of mitochondrial quality control, is the recruitment of Valosin-Containing Protein (VCP) to damaged mitochondria dependent on the ubiquitination of mitochondrial targets mediated by the E3 ubiquitin ligase Parkin?",Yes,PMID:23498974,Normal,Natural,Single,Cellular Processes,Transport and catabolism
"In infantile renal carcinoma characterized by the TFE3 translocation, does the tumor suppressor protein p53 exhibit accumulation within the cells?",No,PMID:18358634,Normal,Natural,Single,Human Diseases,Cancer: specific types
"In the context of RNA processing within the human brain, does the binding of TDP-43 to pre-mRNAs influence alternative splicing in a manner that is independent of the binding position on the RNA transcript?",No,PMID:21358640,Normal,Natural,Function,Genetic Information Processing,Translation
